gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,num_addon_services,avg_monthly_spend,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_1-2yr,tenure_group_2-4yr,tenure_group_4-5yr,tenure_group_5yr+
0,1,1,1,27,0,1,85.9,2220.1,2,82.22592592592592,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
0,0,0,1,58,0,1,25.3,1474.35,0,25.419827586206896,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False
0,0,1,0,72,0,1,104.9,7732.65,5,107.39791666666666,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True
1,0,0,1,28,1,1,35.75,961.4,2,34.33571428571428,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
0,0,1,0,40,0,1,85.05,3355.65,2,83.89125,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
0,0,0,1,1,0,0,20.5,20.5,0,20.5,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
1,0,0,1,5,0,1,80.0,412.5,1,82.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1,0,0,1,1,0,1,69.2,69.2,0,69.2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,0,0,12,0,1,105.3,1275.65,4,106.30416666666667,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
0,0,0,1,5,0,1,96.1,453.4,3,90.67999999999999,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
0,0,1,1,71,0,1,86.1,6045.9,6,85.15352112676055,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0,0,1,3,0,1,76.95,228.4,0,76.13333333333334,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,1,1,30,0,0,19.65,655.85,0,21.861666666666668,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False
1,0,1,1,25,0,1,20.2,507.9,0,20.316,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False
0,0,1,0,52,0,0,24.55,1331.05,0,25.597115384615385,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False
1,1,0,1,46,0,1,110.0,4874.8,5,105.97391304347826,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False
0,0,0,1,9,0,1,70.5,597.9,0,66.43333333333334,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,1,1,19,0,1,86.85,1564.4,1,82.33684210526316,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1,0,0,1,12,0,1,49.4,611.65,1,50.97083333333333,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,1,1,1,45,0,1,98.7,4525.8,4,100.57333333333334,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False
1,0,1,0,36,0,1,104.5,3684.95,4,102.35972222222222,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
0,0,0,1,38,0,1,95.1,3691.2,3,97.13684210526316,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
0,0,1,0,1,0,0,19.2,19.2,0,19.2,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,0,1,1,10,0,1,98.5,1037.75,3,103.775,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
0,0,1,0,13,0,0,44.8,559.2,0,43.01538461538462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,1,18,0,1,82.0,1425.45,4,79.19166666666666,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False
1,0,1,1,37,1,0,45.4,1593.1,3,43.056756756756755,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
0,0,0,0,5,0,0,20.35,122.0,0,24.4,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,0,0,1,11,0,0,74.95,815.5,1,74.13636363636364,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,64,0,1,99.15,6171.2,4,96.425,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True
0,0,0,1,1,0,0,55.55,55.55,1,55.55,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,1,1,1,37,0,1,92.5,3473.4,2,93.87567567567568,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
1,0,1,0,48,0,1,105.25,4997.5,4,104.11458333333333,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
0,1,1,1,20,0,1,94.55,1899.65,2,94.9825,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
1,0,0,1,26,0,1,69.5,1800.05,3,69.2326923076923,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,0,0,1,30,0,0,19.4,578.5,0,19.283333333333335,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False
1,0,0,1,69,0,1,66.9,4577.9,3,66.3463768115942,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
0,0,1,0,63,0,1,89.4,5597.65,6,88.8515873015873,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True
0,0,1,1,5,0,0,19.35,126.05,0,25.21,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,0,1,1,39,0,1,20.45,790.0,0,20.256410256410255,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False
0,0,0,0,4,0,1,101.7,364.55,3,91.1375,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
0,0,1,1,60,0,0,101.15,6067.4,3,101.12333333333332,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False
0,0,1,0,19,0,0,103.3,2012.7,4,105.93157894736842,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False
1,0,1,1,11,0,1,102.0,1145.35,3,104.12272727272726,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
1,1,0,1,31,0,1,99.95,3186.65,3,102.79516129032258,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
0,0,0,1,30,0,1,84.3,2438.6,3,81.28666666666666,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,0,0,1,53,0,0,24.6,1279.0,0,24.132075471698112,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False
1,0,0,1,5,0,1,89.35,461.7,3,92.34,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0,1,0,1,51,0,1,79.6,3974.7,1,77.93529411764706,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1,0,1,1,71,0,0,89.3,6388.65,6,89.98098591549295,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True
1,0,0,0,61,0,1,25.0,1498.35,0,24.563114754098358,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True
0,1,0,1,8,0,1,74.5,606.55,1,75.81875,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,1,10,0,1,54.95,568.85,2,56.885000000000005,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1,0,1,1,12,1,1,49.85,617.15,3,51.42916666666667,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
0,0,1,1,66,0,0,63.85,4264.6,2,64.61515151515152,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,0,1,24,0,0,60.45,1440.75,3,60.03125,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,1,0,4,0,0,56.5,235.1,2,58.775,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,0,1,4,0,1,88.95,355.2,2,88.8,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1,0,0,0,35,0,0,55.6,2016.45,2,57.612857142857145,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1,1,0,1,45,0,1,85.7,3778.1,3,83.95777777777778,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,1,65,0,1,110.0,7138.65,5,109.8253846153846,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,True
1,0,1,0,14,0,1,80.9,1152.8,1,82.34285714285714,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,0,1,0,61,1,1,50.7,3088.75,4,50.635245901639344,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True
0,0,1,0,68,0,0,80.35,5375.15,2,79.04632352941177,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
1,0,1,0,23,0,1,57.75,1282.85,3,55.77608695652174,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False
1,0,0,1,55,0,1,81.55,4509.5,2,81.99090909090908,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0,69,0,0,24.45,1718.2,0,24.90144927536232,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True
1,0,1,1,7,0,0,81.25,580.1,5,82.87142857142858,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
1,0,1,0,72,0,0,79.05,5730.7,1,79.59305555555555,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,1,0,61,0,1,49.7,2961.4,1,48.54754098360656,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,1,1,1,64,0,0,80.3,5017.7,2,78.4015625,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1,1,1,1,32,0,1,93.2,2931.0,2,91.59375,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
1,0,0,1,1,0,1,79.55,79.55,1,79.55,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,1,3,0,1,82.3,214.4,2,71.46666666666667,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,0,3,0,0,20.2,50.6,0,16.866666666666667,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,0,1,1,72,0,1,84.4,6096.45,5,84.67291666666667,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True
1,0,0,0,26,1,1,29.8,786.5,1,30.25,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0,0,0,1,39,0,1,100.45,3801.7,4,97.47948717948718,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False
1,0,0,1,1,0,0,19.55,19.55,0,19.55,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
1,0,0,1,1,0,1,19.5,19.5,0,19.5,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
1,0,1,0,56,0,0,88.9,4968.0,2,88.71428571428571,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False
1,1,1,1,43,0,1,107.55,4533.9,4,105.43953488372092,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False
1,0,0,0,1,0,0,25.4,25.4,0,25.4,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,1,29,0,0,70.9,1964.6,3,67.7448275862069,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False
0,0,0,1,2,0,1,82.0,184.65,1,92.325,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,1,68,0,0,79.6,5461.45,2,80.31544117647059,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
0,0,1,0,67,0,1,89.55,6373.1,2,95.12089552238807,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,0,1,0,19,0,1,24.9,467.7,0,24.61578947368421,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False
0,0,1,0,66,1,1,56.75,3708.4,4,56.18787878787879,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True
1,0,1,1,4,1,1,29.05,129.6,1,32.4,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,1,0,9,0,0,19.75,210.65,0,23.405555555555555,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False
0,1,1,1,53,0,1,103.85,5485.5,4,103.5,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
1,0,0,1,23,0,1,19.5,470.2,0,20.443478260869565,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
1,0,1,1,50,0,0,108.55,5610.7,5,112.214,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False
0,0,0,1,2,0,0,74.95,151.75,1,75.875,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,1,1,59,0,0,20.35,1267.0,0,21.47457627118644,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
0,0,1,0,63,0,0,83.5,5435.0,5,86.26984126984127,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True
1,0,1,1,25,0,1,71.05,1837.7,4,73.508,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
1,0,0,1,14,0,1,80.45,1072.0,1,76.57142857142857,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0,0,1,1,65,0,0,67.05,4309.55,3,66.30076923076923,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
0,1,1,1,69,1,0,56.55,3952.65,4,57.28478260869565,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True
1,0,1,0,21,0,1,74.05,1565.7,1,74.55714285714286,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,1,0,43,0,1,91.25,4013.8,3,93.34418604651164,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
0,1,1,1,71,0,1,92.0,6585.2,4,92.74929577464789,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
0,0,0,0,19,1,1,25.35,566.1,0,29.794736842105266,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
1,0,0,1,40,0,0,19.65,830.25,0,20.75625,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False
1,0,0,1,9,0,1,83.3,803.3,1,89.25555555555555,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,1,58,0,1,103.25,6017.65,4,103.75258620689655,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False
1,0,0,1,1,0,0,19.9,19.9,0,19.9,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,0,1,0,47,0,1,113.45,5317.8,6,113.14468085106384,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False
1,0,1,1,58,0,1,84.3,4916.4,5,84.7655172413793,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
0,0,0,1,40,0,1,102.65,4108.15,4,102.70374999999999,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
1,0,0,1,41,0,1,68.6,2877.05,3,70.1719512195122,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False
0,0,1,1,67,0,1,100.9,6733.15,4,100.49477611940299,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True
0,1,0,1,34,0,1,99.85,3343.15,4,98.32794117647059,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False
0,0,0,1,3,0,1,19.1,53.05,0,17.683333333333334,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
1,1,1,1,60,0,1,116.05,6925.9,6,115.43166666666666,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
1,1,0,1,8,0,1,92.1,729.95,3,91.24375,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
0,0,1,0,15,0,1,74.9,1107.25,0,73.81666666666666,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,1,68,0,1,102.1,7149.35,4,105.1375,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
0,1,1,1,71,0,0,25.45,1789.65,0,25.206338028169014,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True
1,0,0,1,58,0,1,79.8,4526.85,1,78.0491379310345,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,1,2,0,0,19.2,37.2,0,18.6,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False
1,0,1,0,14,0,1,89.65,1208.35,3,86.31071428571428,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
1,0,1,1,71,0,1,20.9,1493.2,0,21.03098591549296,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True
0,0,0,1,14,0,1,100.55,1415.55,3,101.11071428571428,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
1,0,0,1,6,1,0,50.95,307.6,4,51.26666666666667,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
0,0,1,0,15,0,1,69.5,1071.4,4,71.42666666666668,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
0,0,1,0,57,0,1,97.55,5598.0,4,98.21052631578948,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False
1,0,0,1,66,0,1,61.15,4017.45,3,60.87045454545454,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,1,1,1,69,0,1,89.95,6143.15,2,89.03115942028985,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,0,1,1,68,0,0,55.9,3848.8,2,56.6,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
0,1,0,0,56,0,0,94.8,5264.3,3,94.00535714285715,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False
0,1,0,1,35,0,1,99.05,3395.8,3,97.02285714285715,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
1,0,1,0,43,0,0,56.15,2499.3,1,58.12325581395349,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,0,1,1,31,0,1,66.4,2019.8,3,65.15483870967742,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
1,0,1,0,33,0,1,58.45,1955.4,3,59.25454545454546,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
0,0,0,1,1,0,1,69.35,69.35,0,69.35,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,1,44,0,0,100.1,4378.35,4,99.50795454545455,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
1,0,1,0,57,0,0,53.45,3053.0,2,53.56140350877193,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,0,0,0,70,0,0,64.95,4551.5,3,65.02142857142857,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
0,0,0,1,1,0,0,20.55,20.55,0,20.55,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False
